2.744211073007610030e-04,-3.240739255206993310e-04,-2.629197613096308098e-04,-6.355743876790810815e-04,3.007115881361480743e-04,1.279014826895335057e-04,1.474804941985895885e-03,-3.769578270117882371e-05,4.523664599951317733e-04,1.258800225669149840e-03,-6.207238882604254994e-04,-2.266022096342979679e-04,9.283510552409426821e-04,1.844908130099944194e-03,7.930718195615055037e-05,7.336067034883482323e-04,1.331198543837761082e-03,1.592272607982875461e-03,8.409597549772667487e-04,1.315107542987281044e-03,4.986030811295316103e-04,-7.179482292765908139e-04,-9.466200351232711670e-04,5.325055649266110906e-05,-1.035087946455441220e-03
-9.464443673337848487e-03,-1.242503982033750683e-02,9.208834654513499765e-03,7.005203727336792134e-03,9.859797898621422071e-03,-8.220473821869673722e-03,1.083777635731637476e-02,-1.097186806936539458e-02,-9.871978905673406066e-03,-6.339320662510443925e-03,1.396358853549099256e-02,-1.038378353752919189e-02,-1.323069636679634169e-02,6.733949642946910480e-03,-1.272697201464795778e-02,-1.202926511091385701e-02,1.073912133680332039e-02,8.892988498101401379e-03,7.932548490143423447e-03,-7.757671643425542718e-03,-1.330822289158472768e-02,1.123179524445451147e-02,2.478510151379970366e-03,7.879113661148486741e-03,1.070572666134560202e-02
3.072435337520506866e-03,4.926347425074015240e-03,-2.847443183329051008e-03,-2.107761296848584438e-03,-3.460153017333141966e-03,3.200028135024998287e-03,-4.333804315004201671e-03,2.380553401537397612e-03,2.802258311739592219e-03,3.073991552044624299e-03,-1.735512536791976573e-03,4.103423968867644239e-03,3.476046163150430662e-03,-1.486420704832848785e-03,3.926554949524907120e-03,4.017740753418331742e-03,-3.618330767512696090e-03,-2.259308944469781266e-03,-2.890385838317678386e-03,1.890890606932572014e-03,3.931298659952508177e-03,-3.368612017429024365e-03,-1.187352415235764147e-04,-2.077692201699146875e-03,-3.287209488161844419e-03
-3.260871190250667364e-04,9.913875613544967543e-05,6.233161697059947607e-04,1.982867932476737021e-04,1.183290687169806770e-03,-7.412775804410540919e-04,-3.698025851110765274e-04,-4.606623008195710506e-04,6.336719125158275876e-04,3.653506086716533526e-04,-9.023102884212637863e-04,5.580853622104006099e-04,-4.733962290172838211e-04,2.865971839645870337e-04,-3.871674325400906061e-04,-1.006881790873180148e-03,-5.686439656740840693e-04,-1.728529739693393909e-03,-3.566325614949376324e-04,9.958664215328223018e-04,8.638105595492016626e-05,7.846589738885609766e-04,1.584792984844755458e-03,-3.802436127155346657e-04,-7.777361118908827442e-04
1.321047912795504219e-03,2.832446768331043935e-03,-6.266708981619390981e-04,-2.835376998266151078e-04,-1.715606402651202907e-03,2.013593605254955250e-03,-2.066243788445224199e-03,3.389734780532373259e-03,1.999201937996781305e-03,1.231369476423325440e-03,-3.611521016446782653e-03,2.166223256161624137e-03,2.426969215285170074e-03,-9.713335502389999852e-04,1.788747120681463774e-03,1.744460050163258290e-03,-2.247399225778828977e-03,-6.447952413020469021e-04,-1.129985402216520307e-03,2.679789311149943613e-03,3.203432101161244727e-03,-3.102527648970323550e-03,4.819806724588847628e-04,-1.114388208400149145e-03,-2.028080403751052804e-03
-4.855623147407326680e-03,-5.346272975774253068e-03,3.718586101308963242e-03,4.323731346193526682e-04,3.543876391124156124e-03,-3.103709346969871739e-03,3.516095038649857518e-03,-2.463385123265230715e-03,-2.003142367976949983e-03,-2.620343842009202184e-03,3.971922562099786114e-03,-2.463007681374642169e-03,-3.509037201258519405e-03,1.037000783475420336e-03,-3.341544026001747308e-03,-3.174678783905565682e-03,3.224193488201569213e-03,2.642795842573466593e-03,2.754018314660856403e-03,-3.739782192309075871e-03,-3.968146633617663198e-03,3.275103575528941040e-03,-7.338011088284325566e-04,2.846253959990782591e-03,2.589337430645450439e-03
-6.330486140749651269e-03,-6.479213305640559029e-03,4.243779654825498120e-03,3.855890103049690581e-03,5.608569038590144849e-03,-4.965649274487691188e-03,7.163069673364822441e-03,-6.043115528340453797e-03,-6.405174196096676681e-03,-4.754598597728889459e-03,7.883007803227178381e-03,-5.843410954097919864e-03,-7.955629055396130911e-03,6.424137207467209981e-03,-6.705709335224689822e-03,-6.650064255493137733e-03,5.845734829319927835e-03,4.376009481151691555e-03,5.166591693617712637e-03,-4.452389727383438377e-03,-9.547805630199026131e-03,7.454381798929190540e-03,2.223776838841510801e-03,3.927789753186682400e-03,5.357704574109287479e-03
-2.626879303886653960e-05,-1.877671444193007490e-03,-8.197728323324417633e-04,6.702666371787069149e-04,7.608186297549707384e-04,9.460464731638237163e-05,-4.153347737393757433e-04,8.190858777326885014e-04,-9.404073783949220416e-04,1.083840080726966104e-03,-2.689153488973835280e-04,8.778523454803439149e-04,1.491321879103602076e-03,-9.945679257037864322e-04,7.290462833996029512e-05,2.992235602605623269e-04,8.455272378879066092e-05,4.948640795372947435e-04,-6.328899529088966242e-04,-1.767290534751888036e-04,5.669665852662983353e-04,-6.082626968439619128e-04,-6.412500285576835631e-04,-1.637727825278523480e-04,-4.123468592673924403e-04
-4.047138065404536425e-03,-5.707332470619557938e-03,1.682156938232840567e-03,3.698399008621490024e-03,3.852495139280345988e-03,-4.226708927144618051e-03,3.592901846960864197e-03,-3.861291126434654181e-03,-3.463312854991501717e-03,-1.733334084538111323e-03,2.349435382216759089e-03,-2.333123011959424217e-03,-4.091650989188383609e-03,2.788154783037571135e-03,-3.679317092774387222e-03,-4.255976340885004976e-03,4.119586892560265015e-03,3.246558230164423194e-03,4.345340129265215338e-03,-2.968462703477885156e-03,-3.832313819633303455e-03,2.584076297296948165e-03,3.056999926962324522e-03,2.922620805711348673e-03,3.766496878672748530e-03
4.479157095948022201e-03,5.345564120960654385e-03,-3.680138772292573975e-03,-3.157620854809548103e-03,-3.971703888698926987e-03,3.725676249175077521e-03,-5.453661297385210480e-03,3.679808479082366350e-03,4.005552390226073574e-03,2.961680822289689853e-03,-6.013923749845174679e-03,4.269188474359029636e-03,5.194086987637800204e-03,-4.231504510765321178e-03,4.404990850037053887e-03,6.219996188618963535e-03,-4.232380824462160865e-03,-2.969654945568707058e-03,-3.649183802921444897e-03,3.448783499669301998e-03,4.611295608346006880e-03,-4.589248345100766305e-03,-6.695483118566959106e-04,-3.165540539541311475e-03,-3.437480165994270115e-03
